CD14,CD15,CD19,CD4,CD8,IL,PLA,RE,TR,V1
-1,-1,9,9,9,9,-1,9,9,AGBL5
-1,-1,9,-1,-1,7,-1,14,14,AGR3
-1,-1,9,-1,-1,-1,-1,-1,-1,AIM2
-1,-1,8,8,8,15,-1,14,14,ALDH18A1
-1,-1,8,3,8,8,-1,3,3,ALDH5A1
-1,-1,12,8,8,8,-1,8,7,ALDH5A1
-1,-1,9,9,9,-1,11,-1,-1,ALOX12
-1,-1,9,9,9,-1,-1,9,-1,AMPD3
-1,-1,9,3,9,8,-1,8,8,ANK3
-1,-1,9,-1,-1,-1,-1,-1,-1,ANKAR
-1,-1,9,9,9,9,-1,9,-1,ANKRD34A
-1,-1,9,9,9,-1,-1,-1,-1,ANKRD36
-1,-1,9,9,13,9,-1,9,9,ANKRD36B
-1,-1,3,8,3,13,-1,13,9,AP3M2
-1,-1,9,9,9,-1,-1,-1,-1,APLF
-1,-1,9,9,-1,-1,-1,-1,-1,APOL3
-1,-1,6,9,6,-1,2,-1,-1,AQP10
-1,-1,9,8,3,3,-1,-1,-1,AQP3
-1,-1,9,9,9,9,-1,-1,-1,ARAP2
-1,-1,9,9,-1,12,-1,12,12,ARHGEF5
-1,-1,3,3,13,14,-1,14,14,ARHGEF35
-1,-1,9,-1,-1,-1,-1,-1,-1,ARPC2
-1,-1,6,-1,-1,9,-1,13,9,ASB16
-1,-1,9,3,13,13,-1,9,15,ATF7IP2
-1,-1,9,-1,9,3,14,13,3,ATL1
-1,-1,9,9,9,-1,-1,-1,-1,ATOH7
-1,-1,8,11,15,13,-1,9,15,ATP8B2
-1,-1,3,9,13,-1,-1,-1,-1,CARNS1
-1,-1,3,9,3,-1,-1,-1,-1,CARNS1
-1,-1,6,14,8,8,-1,12,8,AXIN2
-1,-1,9,3,3,9,-1,9,15,B3GLCT
-1,-1,9,9,9,9,-1,13,9,B4GALT2
-1,-1,8,-1,-1,3,-1,8,7,BACE2
-1,-1,12,-1,9,8,-1,8,8,BACE2
-1,-1,12,3,3,9,-1,9,9,BACH2
-1,-1,9,-1,-1,-1,-1,-1,-1,BACH2
-1,-1,14,8,8,13,-1,-1,-1,BACH2
-1,-1,3,3,13,13,-1,9,-1,BAG2
-1,-1,9,-1,-1,-1,-1,-1,-1,BCAN
-1,-1,9,-1,-1,14,-1,12,14,BCAR3
-1,-1,6,11,11,8,-1,13,13,BCL11B
-1,-1,9,9,-1,-1,-1,-1,-1,BCL2
-1,-1,3,3,13,-1,-1,-1,-1,BCL2
-1,-1,8,9,-1,13,-1,9,15,BCL7A
-1,-1,9,-1,-1,-1,-1,-1,-1,BCL7A
-1,-1,8,-1,-1,13,-1,-1,-1,BEND4
-1,-1,12,3,3,3,-1,9,9,BEND5
-1,-1,9,9,9,3,-1,12,12,BEST4
-1,-1,9,-1,-1,13,-1,8,7,BHLHE41
-1,-1,14,-1,9,13,-1,-1,-1,BLK
-1,-1,3,-1,-1,3,-1,-1,9,BLNK
-1,-1,9,9,9,3,-1,3,3,BPNT1
-1,-1,14,3,6,6,-1,-1,-1,STAP1
-1,-1,9,9,9,3,-1,8,8,BSPRY
-1,-1,9,-1,-1,-1,9,-1,-1,BTBD9
-1,-1,14,3,3,-1,-1,-1,-1,BTLA
-1,-1,9,9,13,13,-1,9,15,BTRC
-1,-1,9,-1,-1,9,-1,9,9,BUB1B
-1,-1,9,9,9,-1,-1,-1,-1,C11orf31
-1,-1,12,3,3,12,-1,8,7,C11orf80
-1,-1,3,3,8,3,-1,13,15,TMEM263
-1,-1,9,9,9,-1,-1,-1,-1,C12orf66
-1,-1,9,9,9,-1,-1,-1,9,DTD2
-1,-1,9,3,13,9,12,13,3,BBOF1
-1,-1,9,9,9,13,-1,-1,15,C15orf41
-1,-1,9,-1,-1,-1,12,9,9,C15orf54
-1,-1,9,9,9,9,-1,-1,-1,C15orf62
-1,-1,9,14,12,13,9,9,15,TMEM204
-1,-1,9,9,9,9,-1,-1,-1,CLUHP3
-1,-1,9,9,9,-1,-1,-1,-1,LYRM9
-1,-1,9,9,9,9,-1,13,13,C17orf53
-1,-1,3,9,9,9,-1,9,9,C17orf67
-1,-1,9,-1,-1,13,-1,-1,-1,TMEM241
-1,-1,9,-1,-1,-1,-1,-1,-1,C19orf44
-1,-1,8,9,9,-1,-1,-1,-1,BEND5
-1,-1,9,-1,-1,-1,-1,-1,-1,C1orf220
-1,-1,9,9,9,9,-1,9,9,IBA57
-1,-1,9,9,9,9,12,9,9,C21orf58
-1,-1,9,9,9,9,-1,9,9,ANKRD20A11P
-1,-1,9,3,13,3,-1,9,9,C22orf29
-1,-1,9,9,13,9,-1,9,9,C2orf15
-1,-1,9,9,13,-1,-1,-1,-1,C3orf18
-1,-1,9,9,9,9,9,9,9,CTBP1-AS2
-1,-1,9,9,9,-1,9,-1,-1,LINC01554
-1,-1,9,9,9,13,-1,-1,-1,C6orf106
-1,-1,9,-1,-1,3,-1,9,9,PXDC1
-1,-1,9,9,9,9,9,9,9,TBC1D32
-1,-1,9,-1,-1,-1,-1,9,9,C7orf13
-1,-1,6,-1,-1,13,-1,9,-1,FAM167A
-1,-1,12,9,13,3,-1,13,9,MIR600HG
-1,-1,9,-1,-1,-1,-1,-1,-1,SPACA9
-1,-1,9,-1,-1,-1,-1,-1,-1,AK8
-1,-1,9,-1,-1,-1,-1,-1,-1,CABYR
-1,-1,9,-1,-1,13,-1,-1,-1,CACNG1
-1,-1,9,9,6,3,-1,3,9,CADM1
-1,-1,9,-1,-1,13,-1,9,9,CAMK2D
-1,-1,9,3,8,11,-1,11,2,CAMK2N1
-1,-1,3,9,13,9,-1,9,9,CAPN12
-1,-1,9,-1,-1,12,9,12,6,CAV1
-1,-1,3,8,3,9,-1,9,9,CBR3
-1,-1,8,3,8,13,-1,9,15,CCDC102A
-1,-1,9,9,9,9,-1,9,9,CCDC137
-1,-1,9,9,9,9,-1,9,9,CCDC138
-1,-1,9,9,13,-1,-1,-1,-1,CCDC152
-1,-1,9,-1,-1,3,-1,8,3,CCDC24
-1,-1,9,3,13,13,-1,13,13,CCDC34
-1,-1,3,3,3,8,-1,8,8,CCDC34
-1,-1,6,-1,-1,-1,-1,9,-1,CCDC85A
-1,-1,9,9,13,13,-1,9,9,SPDL1
-1,-1,9,9,13,9,-1,8,7,CCL28
-1,-1,9,9,9,9,-1,8,7,CCL28
-1,-1,9,9,9,13,-1,8,7,CCL28
-1,-1,9,-1,-1,14,-1,14,14,CCND1
-1,-1,9,9,9,9,9,9,9,CCNE1
-1,-1,11,11,11,6,-1,6,6,CCR7
-1,-1,9,-1,-1,13,-1,-1,-1,CCR9
-1,-1,11,-1,6,6,-1,6,6,CD19
-1,-1,8,-1,-1,9,-1,9,9,CD200
-1,-1,14,-1,9,6,-1,9,9,CD22
-1,-1,14,11,11,6,-1,6,13,CD27
-1,-1,9,3,3,13,-1,3,3,CD320
-1,-1,6,11,11,6,-1,9,9,CD3G
-1,-1,9,14,14,13,-1,-1,-1,CD5
-1,-1,6,11,15,6,-1,6,9,CD6
-1,-1,12,14,14,13,-1,9,9,CD69
-1,-1,8,3,3,9,-1,-1,-1,CD70
-1,-1,14,-1,9,13,-1,-1,-1,CD72
-1,-1,14,-1,9,13,-1,-1,-1,CD79A
-1,-1,3,-1,9,-1,-1,-1,-1,CD79A
-1,-1,9,-1,-1,9,-1,-1,-1,CD80
-1,-1,9,-1,-1,-1,-1,-1,-1,CD86
-1,-1,6,11,15,6,9,13,9,CD96
-1,-1,9,9,13,9,12,9,9,CDC14B
-1,-1,9,9,9,3,-1,3,3,CDK1
-1,-1,6,9,6,6,-1,12,12,CDC20
-1,-1,9,9,6,6,-1,6,6,CDCA5
-1,-1,9,9,9,-1,9,-1,-1,CDKN2C
-1,-1,9,-1,-1,-1,-1,-1,-1,CDON
-1,-1,9,-1,-1,-1,9,-1,-1,CEND1
-1,-1,9,8,6,9,-1,9,13,CENPK
-1,-1,9,9,13,9,-1,9,9,CENPL
-1,-1,8,3,3,3,-1,3,3,CENPM
-1,-1,3,9,13,14,-1,12,12,CENPV
-1,-1,9,9,9,9,-1,-1,-1,CEP250
-1,-1,9,3,13,-1,-1,-1,-1,CEP68
-1,-1,9,3,3,9,-1,9,9,CEP78
-1,-1,9,-1,-1,9,-1,9,9,CFL2
-1,-1,3,-1,-1,3,-1,13,13,CHAD
-1,-1,9,9,9,-1,-1,9,15,CHCHD6
-1,-1,6,3,3,13,-1,-1,-1,CHI3L2
-1,-1,9,-1,9,-1,-1,-1,-1,CHST10
-1,-1,6,9,6,6,2,6,6,CLDN5
-1,-1,9,9,-1,9,9,-1,-1,CLEC17A
-1,-1,9,9,6,-1,-1,-1,-1,CLEC2D
-1,-1,9,9,9,-1,-1,-1,-1,CLEC2D
-1,-1,9,3,3,-1,-1,-1,-1,CLEC2D
-1,-1,9,3,13,13,-1,9,15,CLUAP1
-1,-1,9,-1,9,-1,11,-1,-1,CMTM5
-1,-1,3,3,6,7,-1,14,14,CNN3
-1,-1,9,-1,-1,-1,-1,-1,-1,CNR2
-1,-1,11,-1,6,8,-1,13,13,CNTNAP2
-1,-1,9,-1,-1,-1,-1,-1,-1,CNTNAP5
-1,-1,11,9,6,14,-1,12,12,COBLL1
-1,-1,9,-1,-1,-1,-1,-1,-1,COCH
-1,-1,9,-1,9,9,-1,-1,9,COL11A2
-1,-1,9,-1,-1,-1,-1,-1,-1,COL4A4
-1,-1,9,-1,-1,-1,-1,-1,-1,COL6A2
-1,-1,9,-1,-1,-1,-1,-1,-1,CORO2B
-1,-1,9,-1,-1,-1,-1,-1,-1,CORO2B
-1,-1,9,9,9,-1,-1,-1,-1,CPLX2
-1,-1,6,-1,-1,-1,14,-1,-1,CPNE5
-1,-1,14,9,6,6,-1,6,6,CR2
-1,-1,9,-1,-1,13,-1,9,15,CREB3L4
-1,-1,6,8,6,6,-1,13,15,CRIP2
-1,-1,6,8,11,13,12,9,15,CTSW
-1,-1,6,-1,9,14,2,14,14,CTTN
-1,-1,9,9,9,-1,-1,-1,-1,CUL3
-1,-1,11,8,8,6,-1,6,6,CXCR5
-1,-1,12,9,-1,13,-1,-1,-1,CXCR5
-1,-1,9,3,-1,9,-1,9,9,DACT1
-1,-1,9,-1,-1,-1,-1,-1,-1,DBF4
-1,-1,8,9,9,-1,-1,9,9,DBNDD1
-1,-1,9,9,9,9,-1,9,9,DBT
-1,-1,9,9,9,-1,-1,-1,-1,LOC642846
-1,-1,9,-1,-1,9,-1,9,9,DERL3
-1,-1,9,9,13,8,-1,3,3,DHCR7
-1,-1,9,9,-1,3,-1,13,9,DIP2C
-1,-1,9,9,9,13,-1,9,15,DLEU1
-1,-1,8,8,3,3,14,13,13,DLEU1
-1,-1,3,9,13,3,-1,13,13,DMWD
-1,-1,9,3,13,9,-1,9,9,DNAJC27
-1,-1,9,3,13,13,-1,-1,15,DNAJC30
-1,-1,9,-1,-1,-1,-1,-1,-1,DNAJC5B
-1,-1,6,9,-1,6,-1,6,6,DNASE1L3
-1,-1,9,-1,-1,-1,-1,-1,-1,DPPA4
-1,-1,9,9,-1,3,9,3,3,DSP
-1,-1,6,-1,-1,15,-1,14,14,DSP
-1,-1,9,9,9,-1,-1,-1,-1,DTNBP1
-1,-1,8,9,9,6,-1,9,15,DTX1
-1,-1,3,8,8,13,-1,9,15,DUSP14
-1,-1,9,9,13,8,-1,3,3,DUSP8
-1,-1,9,9,9,-1,9,-1,-1,DZIP3
-1,-1,9,9,9,9,-1,-1,-1,EBAG9
-1,-1,14,-1,-1,13,-1,-1,-1,EBF1
-1,-1,3,-1,-1,13,-1,9,15,EBI3
-1,-1,3,9,-1,-1,-1,-1,-1,EEF1A2
-1,-1,9,9,13,9,-1,9,9,EFCAB7
-1,-1,3,8,8,-1,-1,-1,-1,EID3
-1,-1,9,9,9,13,-1,9,15,ELAVL1
-1,-1,3,9,9,12,-1,3,7,ELL3
-1,-1,9,-1,9,9,12,-1,-1,ENKUR
-1,-1,9,3,3,13,14,9,15,ENO2
-1,-1,6,8,11,6,14,9,9,EOMES
-1,-1,9,3,13,13,11,13,13,DMTN
-1,-1,9,14,8,7,-1,14,14,EPHX2
-1,-1,9,-1,13,7,-1,14,11,ERBB2
-1,-1,6,9,6,9,2,3,9,ESAM
-1,-1,3,-1,-1,9,9,9,-1,ESPNL
-1,-1,9,-1,-1,-1,-1,-1,-1,ESR2
-1,-1,8,14,14,12,-1,8,8,FAM102A
-1,-1,9,9,9,3,9,13,3,IFI27L1
-1,-1,9,-1,-1,9,9,9,13,FAM150B
-1,-1,8,8,8,-1,-1,-1,-1,FAM159A
-1,-1,9,8,8,14,9,14,14,FAM171A1
-1,-1,3,-1,-1,9,-1,9,9,FAM177B
-1,-1,9,9,9,-1,-1,-1,-1,FAM26E
-1,-1,9,9,13,3,-1,3,3,FAM57A
-1,-1,6,-1,-1,-1,11,-1,-1,FAM69B
-1,-1,9,8,8,8,-1,8,8,FAM84B
-1,-1,9,9,9,9,-1,9,15,FAM86C1
-1,-1,9,9,9,9,-1,9,9,FAM86DP
-1,-1,9,-1,-1,14,11,12,12,FBLN1
-1,-1,8,9,6,3,-1,6,13,FBLN2
-1,-1,9,8,3,3,-1,13,9,FBLN5
-1,-1,3,-1,-1,9,-1,-1,-1,FBXO10
-1,-1,9,9,9,-1,-1,-1,-1,FBXO15
-1,-1,9,9,9,-1,-1,-1,-1,FBXO5
-1,-1,9,-1,-1,-1,-1,-1,-1,FCRL1
-1,-1,9,-1,-1,-1,-1,-1,-1,FCRL2
-1,-1,8,9,13,13,-1,-1,-1,FCRL3
-1,-1,8,-1,6,-1,-1,-1,-1,FCRL3
-1,-1,9,3,13,8,-1,13,13,FGF9
-1,-1,6,3,11,-1,14,-1,-1,FGFBP2
-1,-1,9,9,13,14,12,14,11,FHL2
-1,-1,9,9,9,9,-1,13,9,FICD
-1,-1,9,9,9,13,-1,9,15,FIGNL1
-1,-1,6,-1,-1,-1,14,-1,-1,FKBP6
-1,-1,9,9,9,-1,-1,-1,-1,BIN3-IT1
-1,-1,9,9,9,9,-1,-1,15,INO80D
-1,-1,9,-1,-1,-1,-1,-1,-1,CDHR3
-1,-1,9,9,-1,9,-1,9,-1,RIIAD1
-1,-1,9,-1,-1,3,9,3,7,ARHGEF37
-1,-1,9,-1,-1,-1,9,-1,-1,SPATA31D5P
-1,-1,9,-1,-1,-1,-1,9,9,C5orf63
-1,-1,3,3,13,-1,-1,-1,-1,FMNL3
-1,-1,9,-1,-1,15,-1,-1,-1,FMO1
-1,-1,9,-1,-1,14,14,12,12,FNBP1L
-1,-1,9,9,-1,9,-1,-1,-1,FXYD1
-1,-1,9,9,13,9,-1,9,9,FZD3
-1,-1,9,3,13,8,-1,14,14,GALNT12
-1,-1,9,-1,-1,-1,-1,-1,-1,GALNT9
-1,-1,3,8,3,-1,-1,-1,-1,GAMT
-1,-1,9,9,9,9,-1,-1,-1,GAMT
-1,-1,3,-1,-1,14,-1,9,9,GATM
-1,-1,3,8,3,-1,-1,-1,-1,GCSAM
-1,-1,3,3,13,9,-1,9,-1,GCSAM
-1,-1,9,-1,-1,-1,11,-1,-1,GFI1B
-1,-1,9,3,6,6,-1,6,6,GINS2
-1,-1,9,-1,-1,-1,-1,9,15,GLDC
-1,-1,9,-1,-1,9,-1,9,9,GLI3
-1,-1,9,-1,-1,-1,14,-1,-1,GLIS3
-1,-1,9,-1,-1,-1,-1,-1,-1,GNA12
-1,-1,9,-1,-1,-1,11,-1,-1,GNAZ
-1,-1,12,8,8,13,11,-1,-1,GNB5
-1,-1,3,-1,-1,-1,-1,-1,-1,GNG3
-1,-1,3,-1,-1,3,-1,8,3,SYBU
-1,-1,9,9,9,3,-1,13,9,GPAM
-1,-1,9,9,9,3,-1,13,13,GPAM
-1,-1,9,-1,-1,-1,-1,-1,-1,GPM6A
-1,-1,9,9,9,-1,9,9,-1,GPR146
-1,-1,12,8,8,6,-1,9,15,GPR18
-1,-1,6,3,11,8,14,14,12,ADGRG1
-1,-1,6,8,12,-1,2,-1,-1,GRAP2
-1,-1,9,9,-1,8,11,3,7,GRASP
-1,-1,9,9,9,-1,-1,-1,-1,GSK3A
-1,-1,9,9,9,8,-1,3,3,GSTA4
-1,-1,9,-1,-1,7,-1,14,14,GUCY2C
-1,-1,9,-1,-1,-1,-1,-1,-1,LARGE2
-1,-1,3,9,9,-1,-1,-1,-1,GYPE
-1,-1,3,8,8,13,9,9,15,HABP4
-1,-1,9,9,9,-1,-1,-1,-1,HAUS5
-1,-1,6,9,6,-1,2,-1,-1,HBG1
-1,-1,9,-1,9,-1,11,-1,-1,HBQ1
-1,-1,9,9,9,-1,12,-1,-1,HEMGN
-1,-1,9,-1,-1,-1,9,-1,-1,HIC1
-1,-1,9,-1,-1,-1,-1,-1,-1,HIP1R
-1,-1,6,3,6,13,-1,-1,-1,HIST1H1D
-1,-1,9,9,9,-1,-1,-1,-1,HIST1H1E
-1,-1,9,9,9,9,-1,9,9,HKR1
-1,-1,9,-1,-1,-1,-1,-1,-1,HLA-DPB2
-1,-1,9,9,13,13,-1,-1,15,HLTF
-1,-1,9,-1,-1,-1,12,-1,-1,HOMER2
-1,-1,9,9,9,12,-1,8,8,HOOK1
-1,-1,9,9,9,-1,-1,-1,-1,HOPX
-1,-1,12,14,11,6,14,13,13,HOPX
-1,-1,3,-1,13,13,-1,-1,-1,HOXC4
-1,-1,9,9,9,14,9,12,6,HRASLS2
-1,-1,8,-1,-1,-1,-1,-1,-1,HRK
-1,-1,9,9,9,-1,-1,-1,-1,DCUN1D5
-1,-1,9,9,9,9,9,13,13,LOC102723665
-1,-1,9,9,9,9,-1,9,9,STX18-AS1
-1,-1,9,-1,-1,-1,-1,-1,-1,LOC101927690
-1,-1,9,9,9,-1,9,-1,-1,LOC100506136
-1,-1,9,3,13,9,-1,-1,-1,CD28
-1,-1,9,9,9,3,-1,3,13,GPC6
-1,-1,3,-1,-1,-1,-1,-1,-1,NETO1
-1,-1,9,3,3,14,-1,14,14,CCDC85C
-1,-1,3,8,8,3,-1,13,9,GDF11
-1,-1,9,-1,9,9,-1,9,9,SUCLG2-AS1
-1,-1,9,-1,-1,9,-1,13,9,SLIT3
-1,-1,9,14,12,9,-1,9,9,RORA
-1,-1,9,-1,-1,-1,-1,-1,-1,LOC101929709
-1,-1,3,9,3,9,-1,-1,-1,LOC100240735
-1,-1,9,-1,9,-1,9,-1,-1,LOC101929633
-1,-1,9,-1,-1,9,-1,13,13,HS3ST1
-1,-1,9,9,9,-1,-1,-1,-1,HSF5
-1,-1,3,-1,-1,13,-1,-1,-1,HTR3A
-1,-1,9,14,12,3,9,13,13,ICOS
-1,-1,8,3,6,14,-1,14,14,ID3
-1,-1,6,-1,9,14,-1,14,14,IGFBP4
-1,-1,11,3,14,7,-1,11,11,JCHAIN
-1,-1,12,-1,6,6,-1,6,6,IGLL3P
-1,-1,9,-1,-1,9,9,9,9,IL18BP
-1,-1,8,3,3,13,-1,-1,-1,IL21R
-1,-1,9,3,13,-1,-1,-1,-1,IL23A
-1,-1,9,9,9,-1,-1,-1,-1,IL24
-1,-1,8,-1,9,8,-1,3,3,IFNLR1
-1,-1,9,14,15,7,-1,12,14,IL32
-1,-1,6,-1,-1,-1,-1,-1,-1,IL6
-1,-1,3,-1,-1,3,-1,13,3,IL7
-1,-1,6,11,11,6,-1,6,9,IL7R
-1,-1,3,-1,-1,8,14,14,12,ILDR1
-1,-1,9,9,13,9,-1,9,9,IRAK1BP1
-1,-1,6,-1,-1,-1,-1,-1,-1,IRF7
-1,-1,9,-1,-1,13,9,3,15,IRS1
-1,-1,9,9,-1,-1,12,-1,-1,IRX3
-1,-1,6,-1,9,-1,11,-1,-1,ITGA2B
-1,-1,6,9,9,-1,11,-1,-1,ITGB3
-1,-1,9,-1,-1,-1,-1,-1,-1,ITIH3
-1,-1,6,11,11,6,9,13,9,ITK
-1,-1,9,-1,9,3,-1,13,13,JAM2
-1,-1,12,3,8,6,2,6,13,JAM3
-1,-1,9,-1,-1,9,-1,13,13,JUP
-1,-1,9,9,9,13,-1,9,9,KATNAL1
-1,-1,14,-1,9,8,-1,13,3,KCNG1
-1,-1,9,3,13,6,-1,13,9,KCNK12
-1,-1,9,-1,-1,9,-1,9,9,KCNMB3
-1,-1,9,-1,-1,8,-1,8,7,KHDRBS3
-1,-1,9,3,6,6,-1,6,6,KIAA0101
-1,-1,8,-1,-1,13,-1,9,15,KIAA0125
-1,-1,3,14,12,13,9,-1,-1,TESPA1
-1,-1,9,-1,-1,-1,14,-1,-1,MTCL1
-1,-1,9,9,9,-1,-1,9,9,KIAA1147
-1,-1,9,3,13,13,-1,9,13,KIAA1324L
-1,-1,9,9,9,-1,-1,-1,-1,KIAA1328
-1,-1,3,-1,-1,13,-1,-1,15,CCDC191
-1,-1,3,3,3,13,-1,-1,15,CFAP97
-1,-1,9,9,9,-1,-1,-1,-1,FAM234B
-1,-1,9,9,9,-1,-1,-1,-1,UVSSA
-1,-1,9,9,9,-1,-1,9,15,PSMG3-AS1
-1,-1,9,9,9,-1,-1,9,-1,CCDC183
-1,-1,9,9,9,3,-1,13,13,KIF11
-1,-1,9,8,8,9,-1,3,9,KIF5C
-1,-1,8,-1,-1,13,-1,-1,-1,KLHL14
-1,-1,3,-1,-1,-1,-1,-1,-1,KLHL14
-1,-1,9,8,8,13,-1,9,9,KLHL3
-1,-1,3,-1,-1,3,-1,8,6,KLK1
-1,-1,9,9,15,9,9,-1,-1,KLRD1
-1,-1,9,9,9,-1,-1,-1,-1,KPNA5
-1,-1,9,-1,-1,9,-1,9,9,KREMEN2
-1,-1,9,9,9,13,-1,9,15,KRR1
-1,-1,9,9,9,3,-1,8,7,KTN1
-1,-1,12,-1,-1,6,-1,6,6,LAMA5
-1,-1,9,8,3,15,12,12,12,LAPTM4B
-1,-1,12,-1,-1,14,-1,12,12,LARGE1
-1,-1,8,-1,-1,8,-1,8,8,LARGE1
-1,-1,8,8,12,13,-1,13,9,LAX1
-1,-1,3,3,13,-1,-1,-1,-1,LBH
-1,-1,3,3,13,9,-1,-1,-1,LBH
-1,-1,3,3,3,-1,-1,-1,-1,LBH
-1,-1,9,14,14,13,-1,9,-1,LCK
-1,-1,9,9,9,-1,-1,-1,-1,LCN1
-1,-1,9,-1,-1,9,-1,9,9,LCNL1
-1,-1,9,9,9,9,9,9,9,LDHC
-1,-1,9,9,9,7,-1,6,6,LEAP2
-1,-1,6,11,11,6,-1,9,9,LEF1
-1,-1,9,9,9,-1,9,9,9,LEFTY2
-1,-1,9,9,9,14,9,14,12,LGMN
-1,-1,3,3,13,7,14,14,14,LGMN
-1,-1,9,9,9,9,-1,-1,-1,LIPT1
-1,-1,9,9,9,-1,-1,-1,-1,SYT2
-1,-1,3,9,9,-1,14,-1,-1,ZNF667-AS1
-1,-1,9,-1,-1,-1,-1,-1,-1,WASIR2
-1,-1,9,-1,-1,-1,-1,-1,-1,LOC100129138
-1,-1,9,9,-1,-1,-1,-1,9,TET1
-1,-1,9,9,-1,-1,-1,-1,-1,LOC100130298
-1,-1,9,9,9,-1,-1,-1,-1,SBK3
-1,-1,9,-1,9,9,-1,9,9,LOC105377590
-1,-1,9,3,3,-1,-1,-1,-1,SATB1-AS1
-1,-1,9,9,9,-1,-1,-1,-1,CP
-1,-1,3,-1,6,3,-1,13,13,RRAS2
-1,-1,9,9,9,-1,-1,-1,-1,LINC00221
-1,-1,9,-1,-1,-1,-1,-1,-1,LOC107133515
-1,-1,8,9,9,9,-1,8,8,MARCH3
-1,-1,9,3,9,9,-1,9,9,PDE4DIP
-1,-1,9,9,9,-1,-1,9,9,ANAPC1
-1,-1,9,3,3,9,-1,9,9,LINC00426
-1,-1,9,9,9,-1,-1,-1,-1,FAM172BP
-1,-1,9,9,9,-1,-1,-1,-1,PAXIP1-AS1
-1,-1,11,-1,6,3,-1,13,13,LINC00926
-1,-1,9,-1,-1,9,-1,9,9,FBXL19-AS1
-1,-1,9,-1,-1,13,9,9,9,FAM150B
-1,-1,9,-1,-1,-1,-1,-1,-1,NIPSNAP3B
-1,-1,9,-1,-1,6,9,6,6,C11orf96
-1,-1,9,9,9,9,-1,9,9,PKD1P6-NPIPP1
-1,-1,9,9,9,9,-1,-1,-1,GOLGA8CP
-1,-1,9,-1,-1,-1,-1,-1,-1,LINC00544
-1,-1,9,-1,-1,-1,-1,-1,-1,SHISA8
-1,-1,9,-1,-1,-1,-1,-1,-1,ZNF532
-1,-1,9,9,-1,-1,-1,-1,-1,EMC3-AS1
-1,-1,9,-1,-1,9,-1,-1,-1,FRG1JP
-1,-1,9,9,9,-1,-1,-1,-1,GPAT2
-1,-1,9,9,9,-1,-1,-1,-1,SLC35G6
-1,-1,3,3,3,9,-1,9,9,LOC643733
-1,-1,9,9,9,-1,-1,-1,-1,ZFP62
-1,-1,8,-1,-1,9,-1,13,9,WFDC21P
-1,-1,9,9,9,9,-1,9,9,CTAGE11P
-1,-1,9,-1,-1,-1,-1,-1,-1,AFF3
-1,-1,9,-1,-1,-1,9,-1,-1,LOC649133
-1,-1,9,-1,-1,-1,-1,-1,-1,BACH2
-1,-1,9,9,9,-1,-1,-1,9,EFTUD1P1
-1,-1,3,3,13,-1,-1,9,15,LOC728743
-1,-1,9,9,9,-1,9,-1,-1,KRTAP1-1
-1,-1,9,-1,-1,-1,-1,-1,-1,RPEL1
-1,-1,9,9,9,9,-1,9,9,PRKAR1B
-1,-1,9,-1,-1,9,-1,-1,9,GOLGA2P6
-1,-1,9,9,9,-1,-1,-1,-1,SEC14L1P1
-1,-1,9,9,9,9,-1,13,13,SPRY1
-1,-1,9,9,9,9,-1,9,9,ANKRD36C
-1,-1,9,9,9,9,-1,9,9,LOC155060
-1,-1,3,9,9,9,-1,13,7,LRRC56
-1,-1,9,3,9,13,-1,9,15,LTBP3
-1,-1,9,9,9,-1,11,-1,-1,LY6G6F
-1,-1,12,14,15,13,-1,9,15,LY9
-1,-1,8,8,12,9,-1,9,9,LY9
-1,-1,9,-1,-1,-1,-1,13,-1,LYPD6B
-1,-1,9,9,9,9,-1,9,15,LZTS2
-1,-1,3,8,8,3,-1,3,3,MAD2L1
-1,-1,9,9,6,9,-1,9,-1,MAD2L1
-1,-1,9,9,13,-1,-1,-1,-1,MAGOHB
-1,-1,6,11,15,13,-1,-1,15,MAL
-1,-1,9,-1,-1,13,-1,9,15,MAP3K9
-1,-1,9,-1,-1,-1,9,-1,-1,MAPK11
-1,-1,9,-1,-1,-1,-1,-1,-1,MAPK8IP2
-1,-1,8,9,9,3,-1,12,12,MARCH3
-1,-1,9,9,9,-1,-1,-1,-1,MARCH9
-1,-1,9,-1,-1,-1,12,-1,-1,MAST4
-1,-1,8,3,3,13,-1,13,13,MCM2
-1,-1,9,9,13,3,-1,3,3,MCM4
-1,-1,3,9,13,9,-1,9,9,MCM8
-1,-1,8,8,12,6,-1,14,14,MCOLN2
-1,-1,9,9,9,9,-1,9,9,MDN1
-1,-1,9,3,13,-1,-1,-1,-1,MEI1
-1,-1,9,9,13,13,-1,9,15,METTL16
-1,-1,9,9,9,-1,11,-1,-1,MFAP3L
-1,-1,9,3,13,13,-1,13,9,MFHAS1
-1,-1,9,9,9,-1,-1,9,9,ZNF678
-1,-1,3,3,6,9,-1,9,9,CLUHP3
-1,-1,3,9,9,-1,-1,-1,-1,SERPINB9P1
-1,-1,9,9,9,-1,-1,-1,-1,C6orf223
-1,-1,9,9,9,-1,-1,-1,-1,MIR1323
-1,-1,9,9,9,-1,-1,-1,-1,MIR1471
-1,-1,9,9,9,13,-1,-1,-1,MIR155HG
-1,-1,9,-1,-1,-1,-1,-1,-1,MIR181C
-1,-1,9,9,9,-1,-1,-1,-1,MIR330
