CD14,CD15,IL,CD4,CD8,CD19,PLA,RE,TR,V1
2,5,12,12,12,2,6,12,2,CYTH3
5,8,5,5,5,5,6,5,5,CYTIP
3,6,3,3,3,3,3,3,3,SPECC1L
12,5,12,12,12,3,2,12,3,SPECC1L
12,5,12,3,3,3,5,12,2,SPECC1
12,6,12,12,12,3,5,12,2,SPECC1
12,3,12,12,3,3,10,12,2,SPECC1
3,3,12,3,3,3,10,12,2,DAAM1
12,5,12,12,12,3,5,12,2,DAAM1
5,5,5,5,5,5,3,5,5,DAAM2
10,5,10,10,10,10,8,10,10,DAB2
12,5,12,12,12,2,10,12,2,DAB2
3,6,3,3,3,3,5,12,3,DACH1
5,6,3,5,5,5,5,3,3,DAD1
3,6,3,12,12,3,12,3,3,DAG1
3,10,12,3,3,3,5,12,3,DAGLA
12,6,12,12,12,3,5,12,2,DAGLB
5,6,5,5,5,5,8,3,3,TKFC
3,5,12,3,3,3,5,12,3,DALRD3
3,5,5,12,3,3,5,5,5,DAP
12,2,12,12,12,2,6,12,2,DAP3
6,6,3,11,10,10,10,3,5,DAPK1
8,8,5,6,8,8,5,3,5,DAPK3
8,8,8,8,8,8,8,8,8,DAPP1
3,3,3,5,5,5,5,3,3,DAPP1
5,3,10,8,6,8,3,11,10,DARS
12,3,3,12,12,3,5,3,3,DARS2
12,2,12,12,12,2,9,12,2,DAXX
8,8,8,8,8,8,8,6,6,DAZAP1
8,8,8,8,8,8,8,8,8,DAZAP2
10,6,10,10,10,5,8,10,10,DBI
6,8,6,11,6,10,8,6,6,DBI
10,6,10,10,10,10,3,10,10,DBN1
5,5,10,10,10,5,8,10,10,DBNDD1
3,10,3,3,3,3,3,3,3,DBNL
3,10,3,12,12,3,10,3,5,DBNL
6,10,8,6,6,8,8,8,8,DBP
5,3,1,5,5,5,5,6,6,DBR1
12,2,5,5,5,8,5,10,11,DBR1
3,3,1,5,10,10,9,6,8,DBT
8,8,10,10,10,10,10,10,10,DCAF10
3,5,3,5,3,3,5,3,3,DCAF15
10,8,6,6,6,8,8,11,10,DCAF16
10,8,1,9,2,9,9,6,6,DCAF6
5,6,6,6,6,8,5,11,11,DCAF6
6,5,10,11,6,10,3,11,6,DCAF6
6,8,8,8,8,8,5,6,6,DCAF7
3,5,8,11,6,8,3,8,8,DCAKD
9,3,3,9,3,3,5,3,5,DCBLD1
5,5,6,11,6,8,5,10,11,DCBLD2
8,6,8,8,8,8,5,8,8,ECI1
5,6,10,5,5,5,8,10,10,DCK
10,8,6,10,10,10,12,11,11,DCK
10,8,1,5,5,5,12,10,10,DCLK1
10,6,6,11,10,10,8,11,11,DCLK1
5,5,10,5,5,5,5,11,11,DCLK3
5,10,5,5,5,5,8,5,5,DCLRE1A
10,6,10,10,10,10,5,10,11,DCLRE1B
5,8,5,5,5,5,10,5,5,DCLRE1C
8,8,8,8,8,8,8,8,8,DCLRE1C
3,5,3,12,12,3,3,3,3,DCP1A
10,10,10,10,10,5,8,10,10,DCP1B
6,8,6,11,6,10,8,6,6,DCP2
6,6,10,11,6,10,12,10,11,DCPS
10,6,10,11,10,10,12,10,10,DCTD
12,2,12,12,12,3,12,12,3,DCTD
5,6,5,3,3,3,3,5,5,DCTN1
5,5,5,12,12,5,5,3,3,DCTN1
5,2,10,10,10,5,5,5,10,DCTN2
8,8,8,8,8,8,8,8,8,DCTN3
8,8,6,8,8,8,8,10,10,DCTN4
5,5,5,10,10,5,10,5,5,DCTN5
2,2,2,12,12,2,6,2,2,DCTN6
5,5,5,5,5,5,5,5,5,DCTN6
3,3,8,6,6,8,10,6,6,DCTPP1
3,3,3,10,5,5,6,3,3,DCTPP1
12,3,12,3,3,3,2,12,2,DCUN1D1
8,8,8,8,8,8,8,8,8,DCUN1D3
6,8,3,6,6,8,8,12,2,DCUN1D4
10,5,10,6,6,8,5,6,6,DCUN1D4
6,8,6,10,10,10,8,6,6,DCUN1D5
8,8,8,8,8,8,8,8,8,DCUN1D5
8,8,8,8,8,8,8,8,8,DCXR
8,8,8,8,8,8,8,8,8,DDA1
3,3,5,3,3,5,6,5,5,DDAH2
8,8,8,8,8,8,8,8,8,DDB1
10,8,5,10,10,10,8,5,5,DDB2
8,8,8,6,8,8,8,8,8,ASAP2
8,8,8,8,8,10,5,6,6,DDHD1
12,6,3,12,12,3,3,3,3,DDHD2
8,6,8,8,8,8,8,8,8,DDHD2
12,5,3,5,5,5,5,3,3,DDIT3
6,10,10,11,6,10,8,10,10,DDIT4
8,8,8,8,8,8,8,8,8,DDO
3,5,3,3,3,3,5,5,5,DDOST
3,10,5,5,3,5,3,5,5,DDR1
6,8,6,11,6,10,8,6,6,DDRGK1
5,6,3,10,5,3,3,3,3,DDRGK1
3,2,5,5,3,5,10,3,3,DDT
3,3,3,3,3,3,2,3,3,DDTL
5,5,5,5,5,3,2,5,5,DDX1
10,6,5,5,5,5,8,10,10,DDX10
8,8,8,6,8,8,8,11,8,DDX17
5,10,6,5,5,5,12,5,5,DDX17
5,5,3,3,3,3,3,3,5,DDX18
9,3,3,9,5,3,5,5,5,DDX19A
2,2,2,12,12,2,2,2,2,DDX19A
10,6,10,5,5,8,8,10,11,DDX19B
3,6,12,12,12,2,12,12,3,DDX19B
3,5,3,3,3,3,5,3,3,DDX19B
6,8,6,10,10,10,8,11,11,DDX21
10,8,6,5,5,5,8,6,6,DDX23
6,8,6,6,6,8,8,11,11,DDX24
5,6,10,5,5,5,5,10,10,DDX27
10,6,10,11,10,10,8,10,10,DDX28
6,6,5,10,10,10,8,10,10,DDX31
3,2,5,10,10,5,5,5,5,DDX39A
12,2,3,3,3,3,10,3,3,DDX41
12,2,10,10,10,5,3,10,10,DDX42
12,10,3,3,3,3,5,5,5,DDX43
10,8,6,11,10,10,12,10,10,DDX46
5,5,10,5,5,5,3,10,11,DDX47
5,5,10,10,10,10,3,10,10,DDX47
5,6,10,6,6,10,5,9,9,DDX49
12,9,1,12,3,3,3,9,6,DDX5
5,5,2,5,5,5,8,5,5,DDX50
2,2,2,2,2,2,2,2,2,DDX51
5,3,6,11,6,10,3,11,11,DDX51
10,10,6,5,5,10,8,10,10,DDX52
10,3,5,11,10,10,5,11,11,DDX54
5,6,5,10,10,10,8,5,5,DDX55
11,2,2,12,12,2,10,12,2,DDX56
12,5,12,12,12,3,10,12,3,DDX58
10,8,5,5,5,3,2,5,5,DDX59
6,8,6,11,6,10,5,6,6,DDX59
10,6,5,10,10,10,8,10,10,DDX60
8,8,8,8,8,8,8,8,8,DDX60L
3,5,8,11,6,10,8,8,8,DEAF1
8,8,8,8,8,8,8,8,8,DECR1
8,8,8,8,8,8,5,8,8,DECR2
8,8,8,8,8,8,5,6,6,DEDD
2,2,2,2,2,2,2,2,2,DEDD
3,10,5,3,5,5,5,5,5,DEDD
8,8,10,11,10,10,12,10,11,DEDD2
3,5,3,3,3,3,5,3,3,DEF6
10,3,5,10,5,5,5,5,5,DEF8
5,5,10,10,10,10,3,8,1,DEF8
12,3,10,3,3,3,5,11,6,DEF8
5,8,10,5,5,5,8,10,10,DEFB123
12,6,12,12,12,3,3,3,3,DEGS1
3,8,3,5,3,5,3,5,5,DEGS1
12,2,3,3,3,3,12,3,3,DEK
5,10,6,11,6,5,8,11,11,EXO5
8,8,8,8,8,8,8,8,8,EXO5
8,8,8,8,8,8,8,6,8,DENND1A
3,10,5,3,5,5,8,5,5,DENND1A
3,10,10,5,10,5,3,5,5,DENND1A
5,5,5,5,5,5,3,5,5,DENND1C
8,8,8,8,8,8,10,8,8,DENND2D
3,2,6,6,8,8,9,6,8,DENND3
12,5,2,3,3,3,10,12,2,DENND4A
5,10,6,11,10,10,10,11,11,DENND4A
2,3,3,12,12,2,6,3,3,DENND4B
2,3,2,2,2,2,6,2,2,DENND4C
10,8,8,11,10,10,8,6,6,DENND4C
12,6,3,12,12,3,6,3,5,DENND5A
6,10,8,11,6,10,8,8,1,DENR
8,10,8,8,8,8,8,11,11,DEPDC5
3,2,3,5,5,5,6,12,2,DEPTOR
8,10,8,8,8,8,8,11,11,DERA
5,5,5,5,5,5,3,5,5,DERL1
3,5,3,3,3,3,5,3,3,DERL2
12,2,5,12,12,3,2,3,3,DET1
6,6,8,8,6,8,8,8,8,DEXI
3,3,5,3,3,3,3,5,5,DFFA
6,8,10,8,8,8,8,5,5,DFFA
5,9,3,5,3,8,5,3,5,DFFB
5,3,10,5,5,5,10,10,10,DFNA5
3,5,10,5,5,5,10,10,10,DGAT1
5,5,10,10,10,10,5,11,11,DGAT2
8,8,6,8,8,8,8,11,11,DGCR11
8,8,8,8,8,8,8,8,8,DGCR14
3,3,5,3,3,3,5,5,5,DGCR14
3,3,3,3,3,3,3,3,3,DGCR2
3,5,10,5,5,5,10,10,10,DGCR6
5,9,6,11,6,10,8,11,6,DGCR6L
8,6,8,11,6,10,8,8,1,DGCR8
12,5,12,12,12,3,2,12,3,DGKA
3,10,5,5,5,5,3,5,5,DGKA
3,10,5,3,3,5,3,5,5,DGKD
5,10,10,5,5,5,3,5,10,DGKG
5,8,3,12,12,2,3,3,5,DGKQ
5,5,5,5,5,5,3,10,11,DGUOK
10,8,3,10,10,5,8,5,5,DGUOK
12,3,12,3,3,3,5,12,2,DHCR7
8,8,8,8,8,8,8,8,8,DHDDS
6,6,6,6,6,8,8,8,8,DHDDS
10,5,6,11,10,10,10,8,8,DHFRL1
5,3,10,10,10,10,3,11,11,DHPS
5,3,5,5,5,5,3,10,5,DHPS
10,6,6,6,6,10,6,6,6,DHPS
8,8,6,5,5,10,5,6,6,DHRS1
5,3,5,5,5,5,3,5,5,DHRS11
8,8,5,8,8,8,8,11,10,DHRS12
10,3,6,10,10,5,5,6,8,DHRS12
5,6,6,11,6,10,10,6,8,DHRS12
2,2,2,2,2,2,2,2,2,DHRS13
2,2,2,2,2,2,6,12,2,DHRS3
10,6,10,10,10,10,8,10,10,DHRS4
2,2,12,12,12,2,6,12,3,DHRS4
8,8,8,8,8,8,8,8,8,DHRS4L1
5,8,5,5,5,5,8,5,3,DHRS4L2
8,8,8,8,8,8,8,8,8,DHRS7
9,10,10,9,10,10,5,9,6,DHRS7B
8,8,8,6,6,8,12,8,8,DHRS9
6,8,6,6,6,8,12,8,6,DHRS9
3,10,5,12,12,3,10,5,5,DHTKD1
10,10,5,5,5,5,8,5,10,DHX15
5,10,5,5,5,5,3,5,10,DHX15
12,3,3,12,12,3,6,3,3,DHX16
3,3,5,3,3,3,6,5,5,DHX29
3,5,3,12,12,3,6,5,3,DHX29
5,3,5,5,5,5,5,11,11,DHX30
6,6,6,6,6,8,8,11,11,DHX30
10,6,5,5,5,5,5,3,3,DHX32
5,10,6,8,8,8,8,11,10,DHX33
6,8,10,11,10,10,8,10,10,DHX34
8,8,10,6,6,8,8,11,11,DHX35
6,6,8,6,6,8,8,8,6,DHX36
3,5,5,3,3,5,6,5,3,DHX36
8,8,8,8,8,8,8,8,8,DHX37
3,3,12,12,12,2,10,2,2,DHX38
10,10,10,10,5,5,8,5,5,DHX40
3,3,3,3,3,3,5,3,3,DHX40
2,2,2,2,2,2,2,2,2,DHX58
8,8,5,8,8,8,8,8,8,DHX8
12,2,2,2,2,2,6,2,2,DHX9
8,8,8,8,8,8,8,8,8,DHX9
8,8,6,8,10,8,8,6,6,DIABLO
12,10,3,3,3,3,10,3,3,DIABLO
5,6,5,5,5,5,5,5,5,DIABLO
10,6,10,10,5,5,8,10,10,DIAPH1
6,8,6,11,6,10,8,11,11,DIAPH1
10,6,10,5,5,5,8,10,10,DICER1
10,8,10,6,6,8,8,10,10,DICER1
5,8,12,5,5,5,8,12,3,DICER1
5,8,2,3,3,3,8,3,3,DIDO1
12,2,6,10,5,5,12,6,6,DIDO1
10,10,10,10,10,10,3,10,10,DIMT1
5,3,10,6,6,10,10,11,10,DIO3
10,5,10,10,10,10,8,10,10,DIP2A
5,10,5,5,5,5,5,5,3,DIP2A
10,10,10,5,5,5,8,10,10,DIP2B
10,10,10,10,5,5,8,10,10,DIP2B
10,6,10,10,5,5,8,10,10,DIRC2
5,10,5,5,5,5,8,5,5,DIS3
10,10,10,5,5,5,5,11,11,DIS3L
6,8,8,6,8,8,8,6,6,DIS3L2
2,3,12,2,2,2,12,12,2,DISP1
2,3,12,2,2,2,12,12,3,CSGALNACT2
6,8,6,6,6,10,5,11,11,LOC100130691
6,10,6,6,8,8,10,6,6,RBM48
5,3,10,11,6,8,5,10,11,DKFZP586I1420
10,8,5,10,6,10,8,5,5,DKFZP586I1420
2,2,12,12,2,3,12,12,2,LOC107133515
2,2,2,2,2,2,2,2,2,LINC01011
6,6,8,11,6,8,8,8,6,LINC01011
3,5,10,10,10,10,3,10,5,POTEC
3,3,5,5,5,10,10,10,11,NCR3LG1
5,5,10,11,10,8,5,6,6,AP5B1
12,2,5,10,10,10,12,10,10,SGK223
3,5,12,3,3,5,10,12,2,DKK2
10,8,10,10,10,8,8,10,10,DLAT
8,8,8,11,6,8,8,8,1,DLD
5,6,10,11,6,10,12,10,10,DLEU2L
6,8,6,6,6,8,8,6,6,DLEU2
10,10,10,10,10,10,5,10,10,DLEU7
6,6,10,3,3,5,3,11,6,DLEU7
6,10,6,11,6,10,5,11,11,DLG1
10,8,6,10,10,10,8,11,11,DLGAP4
6,8,6,6,6,8,5,6,6,DLK2
8,8,8,8,8,8,8,8,8,DLST
6,10,6,11,10,10,8,6,6,DMAP1
6,10,6,8,8,8,8,8,8,DMC1
10,3,6,11,6,10,5,11,11,DMTF1
8,6,8,8,8,8,8,8,8,DMTF1
3,2,5,5,5,5,3,10,11,DMXL1
8,8,8,8,8,8,8,8,8,DMXL2
10,10,10,10,10,10,8,10,10,DNAH1
5,3,3,3,5,5,5,5,5,DNAJA1
6,6,8,6,6,8,8,6,6,DNAJA2
10,10,10,10,10,10,8,10,10,DNAJA3
5,3,5,5,5,5,3,10,10,DNAJA4
9,8,6,6,6,10,10,6,6,DNAJB1
5,6,5,10,10,5,12,5,5,DNAJB11
5,5,3,5,5,5,3,5,5,DNAJB12
6,10,8,8,6,8,5,8,8,DNAJB12
8,8,8,8,8,8,8,8,8,DNAJB12
10,6,5,10,10,10,5,10,5,DNAJB12
10,10,10,10,10,5,8,10,10,DNAJB14
5,3,10,10,5,5,8,11,11,DNAJB14
5,5,5,5,5,5,10,5,5,DNAJB14
12,2,3,5,5,5,5,3,3,DNAJB2
10,6,10,11,10,10,8,10,10,DNAJB4
10,8,10,10,10,10,8,10,10,DNAJB5
6,8,6,6,6,10,8,10,10,DNAJB6
5,10,5,10,10,10,8,5,5,DNAJB6
6,6,10,6,6,10,8,11,11,DNAJB9
3,3,1,6,10,3,3,11,6,DNAJC1
10,10,6,11,10,10,8,11,11,DNAJC10
10,10,6,11,10,10,8,6,6,DNAJC10
5,3,6,5,5,5,5,6,6,DNAJC13
5,5,8,10,5,5,10,8,8,DNAJC14
5,6,9,12,12,3,8,10,10,DNAJC15
5,8,3,10,5,5,3,3,5,DNAJC17
3,5,3,3,3,5,10,3,5,DNAJC18
11,3,8,6,8,8,3,8,1,DNAJC19
10,5,10,3,3,10,9,11,11,DNAJC2
3,10,5,3,3,5,3,5,5,DNAJC21
10,5,5,6,6,8,3,5,5,DNAJC24
6,8,8,8,8,10,8,8,1,DNAJC25
6,10,8,10,10,8,8,8,8,DNAJC25-GNG10
3,3,9,12,12,3,2,10,10,DNAJC3
10,6,6,6,6,8,3,11,11,DNAJC30
6,6,8,11,10,10,8,6,6,DNAJC4
10,8,10,10,10,10,8,10,10,DNAJC5
12,9,5,5,5,5,6,5,5,DNAJC7
5,8,6,11,6,9,10,9,11,DNAJC8
6,6,6,11,10,10,3,11,11,DNAJC9
6,6,5,11,6,8,5,5,10,DNAL1
8,8,8,8,8,8,8,8,8,DNAL4
10,6,6,11,6,10,5,11,11,DNASE2
12,8,12,12,12,2,3,2,2,DYNLL1
3,8,3,3,3,3,3,12,2,DNLZ
3,3,9,6,10,3,3,9,11,DNM1L
3,3,5,3,3,3,5,5,5,DNM1L
3,6,5,10,5,10,5,5,10,DNM2
8,8,8,8,8,8,8,8,8,DNM2
5,6,10,10,10,5,12,11,11,DNM3
9,3,5,3,3,3,12,5,10,DNMT1
12,2,1,5,12,3,2,9,1,DNMT3A
3,3,5,3,3,2,5,10,10,DNPEP
8,6,10,6,6,8,8,11,11,DNTTIP1
6,6,10,6,6,8,8,10,10,DNTTIP2
10,6,6,6,6,5,8,6,6,DOCK10
5,5,5,5,5,5,8,5,10,DOCK2
3,5,1,10,10,3,6,6,1,DOCK3
3,3,1,11,10,10,3,8,1,DOCK5
3,8,12,3,5,10,8,5,3,DOCK7
3,3,12,11,10,10,5,3,5,DOCK8
8,8,10,8,8,8,5,5,5,DOHH
3,5,6,8,8,8,10,6,11,DOK2
6,8,8,8,8,8,8,8,8,DOK3
8,8,8,8,8,8,8,8,8,DOLK
8,8,8,8,8,8,8,8,8,DOLPP1
10,9,10,10,10,10,8,10,10,DXO
5,10,10,5,5,5,5,5,10,DOPEY1
10,8,10,10,10,10,10,10,10,DOPEY2
10,10,10,10,10,10,8,10,10,DOPEY2
5,5,5,11,6,10,8,9,10,DOT1L
5,10,3,10,5,10,8,5,5,DPAGT1
8,8,10,11,6,5,8,10,10,DPAGT1
12,2,2,2,2,2,6,2,2,DPCR1
3,5,3,12,12,3,5,3,3,DPEP2
11,2,12,12,12,2,12,12,3,DPF2
10,8,10,11,10,10,8,10,10,DPH2
5,6,5,5,5,5,10,5,10,DPH3
5,3,6,10,10,10,3,11,11,DPH3
5,10,5,5,5,5,5,5,5,DPH3
12,10,3,12,12,3,12,5,5,DPH5
12,10,12,12,12,3,5,3,3,DPH5
5,6,6,10,10,10,8,11,11,DPM1
12,5,12,12,12,3,12,3,3,DPM2
3,3,3,3,3,3,5,3,3,DPM3
5,5,5,5,5,5,8,10,10,DPM3
10,10,10,10,10,10,8,10,10,DPP3
10,10,10,10,10,10,8,11,11,DPP3
3,10,3,3,3,3,12,3,5,DPP4
5,8,3,3,3,5,5,12,3,DPP7
5,10,10,5,5,10,3,10,10,DPP7
3,10,5,3,3,3,5,5,5,DPP7
6,8,6,11,6,10,8,11,11,DPP8
3,3,3,3,3,3,3,3,5,DPP8
12,3,12,3,3,3,12,12,2,DPP9
6,10,10,6,8,8,8,11,10,DPPA3
2,2,2,2,2,2,2,2,2,DPY19L1
8,8,8,8,8,8,8,8,8,DPY30
6,8,10,6,6,5,8,11,6,DPY30
8,8,8,8,8,8,8,8,8,DPYD
11,8,8,9,3,2,2,8,8,DPYSL2
3,10,5,5,5,5,5,5,5,DR1
3,5,3,3,3,3,5,3,3,DRAM1
11,8,8,8,8,8,5,11,6,DRAP1
5,10,5,3,3,3,3,10,10,DRG1
11,6,10,11,6,10,12,10,10,DRG2
11,8,8,8,8,8,12,6,6,DSC2
3,6,5,3,3,3,5,5,5,DSC2
8,10,6,6,6,8,5,6,11,DSC3
8,6,8,8,8,8,5,8,8,DSC3
8,6,8,8,8,8,5,8,6,DSCAM
3,3,6,5,5,5,3,11,6,DSCAM
12,5,3,12,12,3,10,12,3,DSCC1
8,10,6,11,10,10,8,6,6,DSCR10
12,3,1,3,3,5,10,6,6,RCAN2
6,6,6,11,6,8,8,10,10,DSCR3
6,8,8,6,6,8,8,8,8,DSE
5,5,10,5,5,5,8,10,5,DSN1
10,6,6,6,6,10,8,11,11,DSTN
3,3,3,12,3,3,10,3,3,DSTN
12,3,2,12,12,2,10,12,2,DSTN
12,3,12,12,12,3,5,12,2,DSTYK
12,2,3,5,5,3,6,5,5,DSTYK
8,8,8,8,8,8,8,8,8,DTD1
5,5,5,12,3,3,8,5,5,DTNA
3,5,5,5,5,5,8,5,5,DTNBP1
12,2,12,12,12,2,10,12,2,DTNBP1
5,10,3,10,10,10,10,3,3,DTWD1
5,9,5,11,10,10,8,5,5,DTWD2
12,5,12,12,12,3,5,12,2,DTX2
5,5,5,11,10,10,12,5,10,DTX2
10,5,10,5,5,10,10,10,10,DUS1L
6,10,10,6,6,10,8,10,10,DUS2
3,3,10,5,5,5,5,10,10,DUS3L
3,3,5,5,5,5,5,10,10,DUS4L
5,8,5,5,5,5,10,5,5,DUSP1
5,3,5,5,5,5,10,5,5,DUSP10
5,5,10,3,3,5,3,10,10,DUSP10
3,5,5,3,3,3,5,3,5,DUSP10
6,10,6,6,6,10,8,11,11,DUSP11
3,10,5,3,3,3,10,10,10,DUSP11
5,3,10,5,5,5,10,10,10,DUSP12
3,3,5,3,3,5,5,3,3,DUSP15
3,2,3,10,10,10,5,5,5,DUSP16
5,3,5,10,10,10,10,5,10,DUSP18
12,3,3,12,12,3,12,3,3,DUSP2
2,2,9,12,12,3,9,5,10,DUSP22
12,3,3,3,3,3,12,12,3,DUSP22
12,6,10,3,3,5,3,10,10,DUSP22
10,10,10,11,10,10,8,10,10,DUSP23
12,2,3,3,3,3,3,3,3,DUSP28
10,10,5,5,5,5,5,5,5,DUSP3
12,8,2,3,3,3,3,12,2,DUSP5
12,5,3,5,5,5,10,5,3,DUSP6
3,5,3,5,5,5,10,5,3,DUSP6
3,5,3,5,5,5,10,3,3,DUSP7
12,3,12,3,3,3,12,12,2,DUT
12,3,12,3,3,3,12,12,2,DUT
3,5,3,3,3,3,2,2,2,DUT
3,5,3,5,5,5,3,3,3,DVL1
10,8,6,10,10,10,8,11,11,DVL2
8,8,8,8,8,8,5,6,6,DVL3
6,8,6,5,10,10,8,6,6,DYM
10,10,10,10,10,10,8,10,10,DYNC1H1
5,5,5,5,5,5,5,5,5,DYNC1I2
10,6,6,11,10,10,8,11,11,DYNC1LI1
12,2,3,12,12,3,2,3,3,DYNC1LI2
10,10,8,6,6,10,10,8,1,DYNC2H1
3,3,1,3,3,3,12,6,1,DYNC2LI1
5,5,1,10,5,3,10,8,1,DYNLL1
12,3,1,3,3,2,6,6,6,DYNLL2
12,2,3,10,10,3,6,3,3,DYNLRB1
6,10,10,12,12,9,3,11,6,DYNLRB1
5,5,5,5,5,5,5,5,5,DYNLRB1
6,5,6,11,10,10,8,11,11,DYNLRB1
8,10,8,8,8,8,8,8,8,DYNLT1
3,5,5,12,12,3,10,5,5,DYRK1A
5,8,10,5,5,5,8,10,10,DYRK1A
8,8,8,6,6,8,8,6,6,DYRK1A
6,10,6,10,10,8,5,6,6,DYRK1B
10,10,10,11,10,8,10,11,6,DYRK1B
10,10,6,5,5,10,10,11,11,DYRK2
10,8,6,11,6,10,8,6,6,DYRK2
3,8,1,5,5,5,8,6,6,DYRK2
12,8,9,12,12,3,10,9,9,DYRK4
10,8,10,10,10,5,5,10,10,DYSF
8,8,8,8,8,8,8,8,8,DZIP1L
3,5,3,3,3,3,10,3,3,E2F1
5,10,5,5,5,5,5,5,5,E2F2
5,10,5,3,5,5,5,10,10,E2F3
5,10,5,5,5,5,8,10,10,E2F4
2,2,2,2,2,2,6,2,2,E2F5
3,3,3,3,3,3,12,3,5,E2F6
8,10,6,6,6,10,8,6,6,E4F1
8,8,8,8,8,8,8,8,8,EAF1
8,8,8,8,8,8,8,8,8,EAF2
8,8,8,8,8,8,8,8,8,EAPP
10,10,10,10,5,5,6,10,10,EARS2
2,2,2,2,12,2,2,2,2,EBAG9
2,2,2,2,12,2,2,2,2,EBF2
3,3,5,12,12,3,3,5,5,GPR183
6,6,6,6,6,8,8,11,11,GPR183
3,2,1,3,3,3,3,6,1,EBNA1BP2
3,3,9,3,3,3,3,9,6,EBPL
5,3,5,5,5,5,3,10,10,ECD
6,6,6,6,8,8,5,6,6,ECD
10,10,1,3,3,5,5,11,6,ECE2
12,10,3,3,3,3,10,3,3,TYMP
10,8,10,11,10,10,8,11,11,TYMP
3,5,5,5,5,5,8,5,5,ECH1
12,5,12,12,12,3,3,12,2,ECHDC1
12,3,12,12,12,3,12,12,2,ECHDC1
3,10,3,3,3,5,5,5,3,ECHDC2
12,3,12,12,12,2,10,12,2,ECHDC3
2,2,2,2,2,2,12,2,2,ECHS1
3,10,3,3,3,3,3,3,3,ECM1
12,2,12,12,12,3,9,12,2,VOPP1
3,3,3,3,3,3,3,3,3,ECSIT
5,6,5,5,5,10,8,3,3,ECT2
12,5,12,12,12,3,5,12,2,ECT2L
12,5,3,3,3,3,5,3,3,EDARADD
3,3,5,3,3,3,10,5,5,EDC3
12,3,3,3,3,3,10,3,3,EDC4
5,5,3,5,5,5,3,3,3,EDEM1
12,3,12,12,12,3,10,12,2,EDEM2
5,6,3,5,5,5,8,3,3,EDEM3
3,10,12,12,12,3,10,12,3,EDF1
3,5,5,5,5,5,8,5,5,EDF1
6,8,8,6,8,8,8,6,6,S1PR1
11,2,2,2,2,2,2,2,2,LPAR2
5,10,5,5,5,5,5,5,5,EED
3,3,5,3,3,3,3,5,5,EEF1A1
3,3,3,3,3,3,5,3,5,EEF1A1
5,5,10,5,5,5,3,10,10,EEF1A1
5,5,10,5,5,5,10,10,5,EEF1A1
12,3,3,12,12,3,12,3,3,EEF1B2
5,10,5,5,5,5,8,5,5,EEF1B2
5,6,5,10,5,5,8,5,5,EEF1B2
2,2,2,2,2,2,9,12,2,EEF1B2
12,5,12,3,3,3,3,3,3,EEF1B2
5,5,5,5,5,3,10,5,5,EEF1D
3,10,3,3,3,3,10,3,3,EEF1D
3,10,3,3,3,3,5,5,3,EEF1E1
10,6,6,11,6,10,8,11,11,EEF2
3,5,8,10,10,8,6,8,1,EEF2K
3,3,8,8,8,8,5,8,8,EEPD1
12,3,12,12,12,2,6,12,2,CRACR2B
12,3,12,12,12,2,6,12,2,MICU2
3,8,5,3,3,3,3,5,5,EFHB
3,3,10,5,10,5,3,10,10,EFHD2
3,3,5,5,5,10,3,3,5,EFNA4
3,10,5,3,3,3,5,5,5,EFNA4
8,5,6,9,10,5,8,6,6,EFR3A
5,6,6,6,6,5,2,11,11,EFR3B
10,5,10,11,10,10,5,10,11,EFL1
12,6,9,12,12,3,6,5,5,EFL1
5,5,5,5,5,5,8,5,5,EFTUD2
6,6,6,6,8,8,8,11,11,EGLN1
10,10,10,11,6,10,8,5,5,EGOT
2,3,2,2,2,2,2,2,2,EGR1
8,8,8,8,8,8,8,8,8,EHBP1
5,5,10,3,3,3,3,10,10,EHBP1L1
5,10,5,5,5,5,3,5,5,EHD1
3,3,6,11,10,5,2,10,10,EHD2
5,3,10,11,10,10,6,11,11,EHD3
6,8,6,5,3,10,3,6,6,EHD4
12,2,9,3,3,3,3,9,11,EHHADH
8,6,6,11,10,8,10,6,6,EHMT1
10,6,6,11,10,10,10,11,11,EHMT2
5,10,5,5,5,5,10,5,5,EI24
8,8,8,8,8,8,8,8,8,EI24
12,2,10,10,5,10,5,10,10,EID1
12,2,5,10,5,10,3,10,10,EID2
8,6,8,8,8,8,8,8,8,EID2B
8,8,8,8,8,8,8,8,6,EIF1
8,8,8,8,8,8,8,8,8,EIF1AD
10,8,6,11,6,10,8,11,11,EIF1B
6,6,5,10,5,10,5,5,5,EIF2A
12,2,2,3,3,3,6,2,2,EIF2AK1
3,3,3,10,10,10,12,12,3,EIF2AK1
3,5,3,3,3,3,3,3,3,EIF2AK2
3,5,3,3,3,3,3,3,3,EIF2AK3
3,3,5,3,3,3,5,5,5,EIF2AK4
10,8,5,10,10,10,8,10,10,EIF2B1
10,5,10,10,5,10,3,5,5,EIF2B2
8,8,8,8,8,8,5,8,8,EIF2B3
6,8,6,6,6,8,8,6,6,EIF2B4
6,6,6,11,6,10,8,11,11,EIF2B4
12,2,3,5,5,5,3,5,3,EIF2B5
10,10,10,5,5,5,12,10,10,AGO1
10,8,10,11,10,8,10,3,3,AGO2
12,2,6,6,6,10,6,10,10,AGO3
8,8,8,5,5,10,5,8,8,AGO4
12,10,12,12,12,2,5,12,2,EIF2S1
12,2,8,8,8,8,9,11,11,EIF2S2
